攻角,MA,目标转速,实际转速,实际MA,角速度,截面积
-5,0.8,1768.214,1767.705,0.79976,0.1,1
-4.989,0.8,1768.399,1768.3,0.80023,0.1,1
-4.94,0.8,1768.499,1768.3,0.80004,0.1,1
-4.891,0.8,1768.144,1768.19,0.80024,0.1,1
-4.842,0.8,1767.694,1768.3,0.80041,0.1,1
-4.79,0.8,1767.158,1768.3,0.8006,0.1,1
-4.741,0.8,1766.595,1768.3,0.8008,0.1,1
-4.692,0.8,1766.051,1767.64,0.80075,0.1,1
-4.64,0.8,1765.501,1767.37,0.80072,0.1,1
-4.592,0.8,1764.944,1766.54,0.80078,0.1,1
-4.542,0.8,1764.508,1765.94,0.80081,0.1,1
-4.489,0.8,1763.858,1765.06,0.80102,0.1,1
-4.44,0.8,1763.308,1764.23,0.80093,0.1,1
-4.391,0.8,1762.744,1763.96,0.80099,0.1,1
-4.342,0.8,1762.294,1763.96,0.80085,0.1,1
-4.292,0.8,1761.951,1762.7,0.80067,0.1,1
-4.24,0.8,1761.509,1761.54,0.80064,0.1,1
-4.19,0.8,1760.945,1760.99,0.80065,0.1,1
-4.141,0.8,1760.608,1760.72,0.80039,0.1,1
-4.089,0.8,1760.265,1760.72,0.80033,0.1,1
-4.042,0.8,1759.901,1760.72,0.80026,0.1,1
-3.99,0.8,1759.458,1759.51,0.80037,0.1,1
-3.941,0.8,1759.008,1759.24,0.80029,0.1,1
-3.891,0.8,1758.712,1759.24,0.80015,0.1,1
-3.839,0.8,1758.412,1758.41,0.7999,0.1,1
-3.789,0.8,1757.904,1758.08,0.80004,0.1,1
-3.739,0.8,1757.52,1758.08,0.80007,0.1,1
-3.69,0.8,1757.113,1758.08,0.80015,0.1,1
-3.643,0.8,1756.612,1758.08,0.8001,0.1,1
-3.59,0.8,1756.205,1756.49,0.80011,0.1,1
-3.54,0.8,1755.804,1756.21,0.80001,0.1,1
-3.49,0.8,1755.404,1756.21,0.80009,0.1,1
-3.441,0.8,1754.82,1755.39,0.80034,0.1,1
-3.389,0.8,1754.204,1755.01,0.80052,0.1,1
-3.339,0.8,1753.812,1754.57,0.80049,0.1,1
-3.29,0.8,1753.212,1754.24,0.80064,0.1,1
-3.241,0.8,1752.62,1753.91,0.80055,0.1,1
-3.189,0.8,1752.204,1753.52,0.80046,0.1,1
-3.14,0.8,1751.813,1752.7,0.80032,0.1,1
-3.091,0.8,1751.404,1751.88,0.80027,0.1,1
-3.039,0.8,1751.021,1751.22,0.80012,0.1,1
-2.99,0.8,1750.712,1751.22,0.79985,0.1,1
-2.938,0.8,1750.62,1750.67,0.79961,0.1,1
-2.888,0.8,1750.334,1750.67,0.79952,0.1,1
-2.838,0.8,1750.174,1750.67,0.79961,0.1,1
-2.787,0.8,1750.029,1749.13,0.79964,0.1,1
-2.739,0.8,1749.784,1749.13,0.79964,0.1,1
-2.688,0.8,1749.734,1749.13,0.79955,0.1,1
-2.639,0.8,1749.574,1749.13,0.79959,0.1,1
-2.588,0.8,1749.434,1748.8,0.79952,0.1,1
-2.54,0.8,1749.274,1748.8,0.79945,0.1,1
-2.489,0.8,1749.025,1748.74,0.79969,0.1,1
-2.439,0.8,1748.685,1748.74,0.79998,0.1,1
-2.389,0.8,1748.33,1748.69,0.80012,0.1,1
-2.339,0.8,1748.074,1748.36,0.80006,0.1,1
-2.288,0.8,1747.929,1748.36,0.79999,0.1,1
-2.238,0.8,1747.679,1748.19,0.80002,0.1,1
-2.187,0.8,1747.324,1748.19,0.8,0.1,1
-2.138,0.8,1746.974,1747.59,0.80018,0.1,1
-2.089,0.8,1746.535,1747.59,0.80042,0.1,1
-2.036,0.8,1746.184,1746.93,0.8005,0.1,1
-1.989,0.8,1745.735,1746.55,0.80055,0.1,1
-1.939,0.8,1745.484,1746.22,0.80051,0.1,1
-1.888,0.8,1745.171,1745.45,0.80035,0.1,1
-1.838,0.8,1744.97,1745.06,0.80022,0.1,1
-1.79,0.8,1744.87,1745.06,0.8,0.1,1
-1.742,0.8,1744.866,1744.24,0.79972,0.1,1
-1.692,0.8,1744.766,1743.96,0.79953,0.1,1
-1.639,0.8,1744.774,1743.85,0.79947,0.1,1
-1.591,0.8,1744.67,1743.85,0.79941,0.1,1
-1.54,0.8,1744.67,1743.58,0.7994,0.1,1
-1.49,0.8,1744.57,1743.69,0.79927,0.1,1
-1.441,0.8,1744.466,1743.75,0.79943,0.1,1
-1.389,0.8,1744.366,1743.58,0.79954,0.1,1
-1.341,0.8,1744.171,1743.8,0.79958,0.1,1
-1.289,0.8,1743.966,1743.91,0.79971,0.1,1
-1.241,0.8,1743.87,1743.91,0.79968,0.1,1
-1.19,0.8,1743.674,1743.96,0.79983,0.1,1
-1.141,0.8,1743.57,1743.8,0.79981,0.1,1
-1.09,0.8,1743.366,1743.91,0.79978,0.1,1
-1.039,0.8,1743.17,1743.91,0.79989,0.1,1
-0.991,0.8,1742.97,1743.91,0.79988,0.1,1
-0.938,0.8,1742.766,1743.2,0.7999,0.1,1
-0.89,0.8,1742.691,1742.92,0.79992,0.1,1
-0.84,0.8,1742.641,1742.92,0.79989,0.1,1
-0.794,0.8,1742.691,1742.26,0.79982,0.1,1
-0.74,0.8,1742.74,1742.04,0.79983,0.1,1
-0.691,0.8,1742.691,1741.88,0.79976,0.1,1
-0.64,0.8,1742.639,1741.88,0.79977,0.1,1
-0.591,0.8,1742.791,1742.04,0.79965,0.1,1
-0.542,0.8,1742.84,1741.82,0.79954,0.1,1
-0.491,0.8,1742.89,1741.82,0.79953,0.1,1
-0.441,0.8,1742.942,1741.99,0.7995,0.1,1
-0.391,0.8,1742.99,1742.1,0.79961,0.1,1
-0.341,0.8,1742.94,1742.1,0.79955,0.1,1
-0.291,0.8,1742.891,1742.15,0.79983,0.1,1
-0.242,0.8,1742.84,1742.15,0.79977,0.1,1
-0.192,0.8,1742.791,1742.48,0.79985,0.1,1
-0.141,0.8,1742.841,1742.37,0.79985,0.1,1
-0.092,0.8,1742.792,1742.48,0.7998,0.1,1
-0.04,0.8,1742.841,1742.54,0.79981,0.1,1
0.01,0.8,1742.789,1742.48,0.79977,0.1,1
0.057,0.8,1742.841,1742.48,0.79977,0.1,1
0.11,0.8,1742.873,1742.48,0.79975,0.1,1
0.16,0.8,1742.923,1742.48,0.79984,0.1,1
0.21,0.8,1742.975,1742.54,0.79998,0.1,1
0.258,0.8,1743.023,1742.54,0.80005,0.1,1
0.308,0.8,1742.974,1742.54,0.80005,0.1,1
0.358,0.8,1743.123,1742.65,0.79997,0.1,1
0.41,0.8,1743.275,1742.59,0.79987,0.1,1
0.46,0.8,1743.324,1742.87,0.79984,0.1,1
0.509,0.8,1743.376,1742.98,0.79983,0.1,1
0.559,0.8,1743.525,1742.98,0.79988,0.1,1
0.609,0.8,1743.473,1743.14,0.8,0.1,1
0.66,0.8,1743.423,1743.2,0.8002,0.1,1
0.713,0.8,1743.375,1743.09,0.80032,0.1,1
0.761,0.8,1743.426,1743.03,0.80025,0.1,1
0.811,0.8,1743.473,1743.2,0.80014,0.1,1
0.858,0.8,1743.425,1743.2,0.80018,0.1,1
0.907,0.8,1743.474,1743.2,0.80016,0.1,1
0.959,0.8,1743.424,1743.03,0.80025,0.1,1
1.009,0.8,1743.374,1743.03,0.80033,0.1,1
1.058,0.8,1743.325,1743.03,0.80037,0.1,1
1.108,0.8,1743.313,1743.03,0.80035,0.1,1
1.159,0.8,1743.413,1743.03,0.80033,0.1,1
1.209,0.8,1743.513,1743.03,0.80026,0.1,1
1.258,0.8,1743.51,1743.09,0.80024,0.1,1
1.308,0.8,1743.614,1743.03,0.80029,0.1,1
1.358,0.8,1743.612,1743.09,0.80026,0.1,1
1.407,0.8,1743.71,1743.14,0.8002,0.1,1
1.458,0.8,1743.813,1743.14,0.80017,0.1,1
1.499,0.8,1743.831,1743.14,0.80012,0.1,1
1.559,0.8,1743.972,1743.25,0.79997,0.1,1
1.611,0.8,1744.215,1743.69,0.79991,0.1,1
1.658,0.8,1744.314,1743.58,0.79994,0.1,1
1.711,0.8,1744.415,1743.58,0.80002,0.1,1
1.758,0.8,1744.513,1744.07,0.80005,0.1,1
1.809,0.8,1744.513,1744.35,0.80009,0.1,1
1.859,0.8,1744.61,1744.29,0.80006,0.1,1
1.909,0.8,1744.712,1744.51,0.80004,0.1,1
1.961,0.8,1744.81,1744.51,0.80011,0.1,1
2.011,0.8,1744.914,1744.4,0.80003,0.1,1
2.058,0.8,1745.012,1744.4,0.80008,0.1,1
2.108,0.8,1745.233,1744.73,0.80004,0.1,1
2.16,0.8,1745.482,1744.84,0.80004,0.1,1
2.212,0.8,1745.833,1744.84,0.79985,0.1,1
2.258,0.8,1746.088,1745.06,0.79975,0.1,1
2.311,0.8,1746.437,1745.28,0.79987,0.1,1
2.358,0.8,1746.682,1745.61,0.8,0.1,1
2.41,0.8,1746.832,1745.61,0.79997,0.1,1
2.462,0.8,1747.082,1746,0.79999,0.1,1
2.508,0.8,1747.332,1746.27,0.80002,0.1,1
2.558,0.8,1747.582,1746.27,0.80013,0.1,1
2.608,0.8,1747.832,1747.21,0.8001,0.1,1
2.661,0.8,1747.983,1747.54,0.80013,0.1,1
2.709,0.8,1748.132,1747.97,0.80028,0.1,1
2.761,0.8,1748.388,1747.97,0.80027,0.1,1
2.807,0.8,1748.538,1748.19,0.80022,0.1,1
2.86,0.8,1748.793,1748.52,0.80034,0.1,1
2.909,0.8,1748.928,1748.58,0.80032,0.1,1
2.959,0.8,1749.083,1748.58,0.80023,0.1,1
3.009,0.8,1749.327,1748.85,0.80018,0.1,1
3.059,0.8,1749.577,1748.85,0.80013,0.1,1
3.108,0.8,1749.797,1748.85,0.8,0.1,1
3.157,0.8,1750.097,1749.24,0.8,0.1,1
3.21,0.8,1750.301,1749.24,0.79992,0.1,1
3.259,0.8,1750.59,1749.24,0.79987,0.1,1
3.309,0.8,1750.798,1749.9,0.79999,0.1,1
3.361,0.8,1750.797,1750.01,0.80017,0.1,1
3.41,0.8,1750.894,1750.17,0.80027,0.1,1
3.457,0.8,1751.093,1750.61,0.80022,0.1,1
3.511,0.8,1751.194,1750.61,0.80026,0.1,1
3.559,0.8,1751.397,1750.61,0.80023,0.1,1
3.61,0.8,1751.593,1751.27,0.80011,0.1,1
3.66,0.8,1751.793,1751.49,0.79998,0.1,1
3.711,0.8,1751.994,1751.44,0.80005,0.1,1
3.761,0.8,1752.198,1751.44,0.79999,0.1,1
3.808,0.8,1752.494,1751.44,0.7999,0.1,1
3.861,0.8,1752.798,1752.04,0.79983,0.1,1
3.909,0.8,1752.994,1752.15,0.80002,0.1,1
3.959,0.8,1753.094,1752.15,0.80003,0.1,1
4.01,0.8,1753.297,1752.7,0.79994,0.1,1
4.06,0.8,1753.589,1752.7,0.79983,0.1,1
4.108,0.8,1753.871,1753.25,0.79981,0.1,1
4.159,0.8,1754.271,1753.19,0.79975,0.1,1
4.209,0.8,1754.666,1753.19,0.7997,0.1,1
4.258,0.8,1755.165,1753.74,0.79949,0.1,1
4.308,0.8,1755.565,1754.07,0.79955,0.1,1
4.359,0.8,1755.872,1754.07,0.79956,0.1,1
4.41,0.8,1756.277,1754.79,0.7997,0.1,1
4.459,0.8,1756.578,1755.12,0.79973,0.1,1
4.509,0.8,1756.865,1755.12,0.79982,0.1,1
4.56,0.8,1757.266,1755.12,0.79968,0.1,1
4.611,0.8,1757.671,1756.65,0.7996,0.1,1
4.662,0.8,1758.177,1757.09,0.79948,0.1,1
4.712,0.8,1758.578,1757.09,0.79957,0.1,1
4.762,0.8,1758.866,1758.08,0.79956,0.1,1
4.812,0.8,1759.171,1758.58,0.79958,0.1,1
4.862,0.8,1759.578,1758.58,0.79962,0.1,1
4.912,0.8,1759.972,1759.24,0.79961,0.1,1
4.962,0.8,1760.366,1759.24,0.79966,0.1,1
5.014,0.8,1760.772,1759.24,0.79965,0.1,1
5.063,0.8,1761.078,1759.24,0.79978,0.1,1
5.113,0.8,1761.458,1760.77,0.7998,0.1,1
5.157,0.8,1761.849,1761.16,0.79989,0.1,1
5.209,0.8,1762.15,1761.54,0.79998,0.1,1
5.259,0.8,1762.641,1761.6,0.79999,0.1,1
5.308,0.8,1762.957,1761.93,0.80007,0.1,1
5.36,0.8,1763.258,1762.42,0.80031,0.1,1
5.408,0.8,1763.55,1762.64,0.80041,0.1,1
5.457,0.8,1763.858,1763.03,0.80033,0.1,1
5.509,0.8,1764.25,1763.36,0.8001,0.1,1
5.557,0.8,1764.758,1763.74,0.80008,0.1,1
5.611,0.8,1765.05,1763.74,0.80013,0.1,1
5.659,0.8,1765.358,1764.73,0.80025,0.1,1
5.708,0.8,1765.742,1764.73,0.8003,0.1,1
5.757,0.8,1766.15,1765.28,0.80012,0.1,1
5.808,0.8,1766.541,1765.72,0.80003,0.1,1
5.857,0.8,1766.958,1766.05,0.80005,0.1,1
5.909,0.8,1767.342,1766.05,0.80008,0.1,1
5.959,0.8,1767.757,1766.93,0.80008,0.1,1
6.008,0.8,1768.05,1767.37,0.80019,0.1,1
6.057,0.8,1768.55,1767.42,0.79989,0.1,1
6.109,0.8,1769.09,1767.42,0.79966,0.1,1
6.157,0.8,1769.732,1768.19,0.79948,0.1,1
6.21,0.8,1770.4,1768.85,0.79937,0.1,1
6.258,0.8,1771.032,1769.62,0.79921,0.1,1
6.309,0.8,1771.6,1769.62,0.79931,0.1,1
6.36,0.8,1772.149,1770.72,0.79948,0.1,1
6.408,0.8,1772.49,1771.16,0.7999,0.1,1
6.459,0.8,1772.64,1771.16,0.80029,0.1,1
6.509,0.8,1772.999,1771.16,0.80039,0.1,1
6.557,0.8,1773.449,1772.8,0.80025,0.1,1
6.61,0.8,1773.981,1773.13,0.80005,0.1,1
6.66,0.8,1774.54,1773.79,0.79968,0.1,1
6.708,0.8,1775,1773.79,0.79981,0.1,1
6.757,0.8,1775.549,1774.56,0.79978,0.1,1
6.81,0.8,1776,1774.84,0.79988,0.1,1
6.861,0.8,1776.431,1775.11,0.79973,0.1,1
6.91,0.8,1777.09,1775.11,0.7997,0.1,1
6.96,0.8,1777.45,1775.11,0.79991,0.1,1
7.011,0.8,1777.781,1776.54,0.80028,0.1,1
7.062,0.8,1778.04,1776.92,0.8003,0.1,1
7.112,0.8,1778.417,1777.31,0.80024,0.1,1
7.162,0.8,1778.754,1778.13,0.80024,0.1,1
7.211,0.8,1779.011,1778.35,0.80025,0.1,1
7.261,0.8,1779.274,1779.01,0.80047,0.1,1
7.31,0.8,1779.318,1779.01,0.80074,0.1,1
7.363,0.8,1779.361,1779.01,0.80112,0.1,1
7.411,0.8,1779.51,1779.73,0.80085,0.1,1
7.458,0.8,1779.868,1779.84,0.80068,0.1,1
7.51,0.8,1780.218,1779.95,0.80039,0.1,1
7.562,0.8,1780.468,1779.95,0.80041,0.1,1
7.611,0.8,1780.71,1779.95,0.8005,0.1,1
7.661,0.8,1781.167,1780.05,0.80027,0.1,1
7.712,0.8,1781.518,1780.05,0.80012,0.1,1
7.761,0.8,1781.861,1780.05,0.80019,0.1,1
7.812,0.8,1782.118,1780.82,0.80021,0.1,1
7.862,0.8,1782.361,1780.99,0.80023,0.1,1
7.912,0.8,1782.811,1781.26,0.80005,0.1,1
7.961,0.8,1783.261,1781.81,0.79987,0.1,1
8.011,0.8,1783.603,1782.09,0.79982,0.1,1
8.061,0.8,1784.067,1782.47,0.79986,0.1,1
8.112,0.8,1784.336,1782.47,0.79969,0.1,1
