攻角,MA,目标转速,实际转速,实际MA,角速度,截面积
-4.777,1,2059.284,2060.76,1.00031,0.1,1.166666667
-4.735,1,2058.691,2059.71,1.00042,0.1,1.166666667
-4.684,1,2057.728,2059.71,1.00063,0.1,1.166666667
-4.634,1,2057.016,2059.71,1.00065,0.1,1.166666667
-4.584,1,2056.316,2058.56,1.00065,0.1,1.166666667
-4.534,1,2055.616,2057.84,1.00065,0.1,1.166666667
-4.486,1,2055.116,2056.25,1.00037,0.1,1.166666667
-4.433,1,2054.715,2055.59,1.00032,0.1,1.166666667
-4.382,1,2054.204,2055.43,1.00033,0.1,1.166666667
-4.334,1,2053.392,2054.55,1.00033,0.1,1.166666667
-4.283,1,2052.817,2052.63,1.00038,0.1,1.166666667
-4.232,1,2052.303,2052.08,1.00016,0.1,1.166666667
-4.183,1,2052.004,2052.19,1,0.1,1.166666667
-4.132,1,2051.304,2052.19,1.00013,0.1,1.166666667
-4.085,1,2050.504,2050.32,1.00022,0.1,1.166666667
-4.032,1,2049.728,2049.99,1.00041,0.1,1.166666667
-3.984,1,2048.792,2050.32,1.00042,0.1,1.166666667
-3.932,1,2048.043,2050.32,1.00057,0.1,1.166666667
-3.882,1,2047.292,2050.32,1.00058,0.1,1.166666667
-3.833,1,2046.642,2047.74,1.00053,0.1,1.166666667
-3.78,1,2046.403,2046.91,1.00034,0.1,1.166666667
-3.732,1,2046.153,2046.91,1.00012,0.1,1.166666667
-3.683,1,2045.702,2045.32,1.0001,0.1,1.166666667
-3.63,1,2045.553,2044.83,0.99977,0.1,1.166666667
-3.581,1,2045.402,2044.83,0.99962,0.1,1.166666667
-3.532,1,2045.164,2044.88,0.99949,0.1,1.166666667
-3.482,1,2044.903,2044.5,0.99937,0.1,1.166666667
-3.43,1,2044.353,2044.5,0.99948,0.1,1.166666667
-3.382,1,2043.403,2044.5,0.99978,0.1,1.166666667
-3.332,1,2042.642,2043.62,0.99993,0.1,1.166666667
-3.281,1,2041.803,2043.62,1.00003,0.1,1.166666667
-3.231,1,2041.064,2042.68,1.00018,0.1,1.166666667
-3.181,1,2040.803,2042.68,0.99998,0.1,1.166666667
-3.131,1,2040.252,2041.75,0.99988,0.1,1.166666667
-3.083,1,2039.892,2041.75,0.9998,0.1,1.166666667
-3.031,1,2039.552,2039.5,0.99973,0.1,1.166666667
-2.984,1,2038.915,2039.5,0.99975,0.1,1.166666667
-2.933,1,2038.706,2038.67,0.99969,0.1,1.166666667
-2.881,1,2038.307,2038.01,0.99975,0.1,1.166666667
-2.834,1,2037.914,2038.01,0.99979,0.1,1.166666667
-2.784,1,2037.514,2037.68,0.99978,0.1,1.166666667
-2.735,1,2037.306,2036.81,0.99969,0.1,1.166666667
-2.685,1,2037.006,2036.81,0.99966,0.1,1.166666667
-2.635,1,2036.706,2036.64,0.9996,0.1,1.166666667
-2.58,1,2036.306,2036.04,0.99967,0.1,1.166666667
-2.531,1,2035.906,2036.53,0.99969,0.1,1.166666667
-2.484,1,2035.714,2036.53,0.9996,0.1,1.166666667
-2.433,1,2035.414,2036.15,0.99961,0.1,1.166666667
-2.383,1,2034.898,2035.43,0.99967,0.1,1.166666667
-2.335,1,2034.507,2035.43,0.9997,0.1,1.166666667
-2.284,1,2034.014,2034.94,0.99975,0.1,1.166666667
-2.228,1,2033.426,2033.56,0.99987,0.1,1.166666667
-2.182,1,2033.006,2033.84,1.00001,0.1,1.166666667
