攻角,MA,目标转速,实际转速,实际MA,角速度,截面积
-4.84,1,2063.779786,2065.92,1.00026,0.2,1.166666667
-4.752,1,2062.355854,2065.53,1.0004,0.2,1.166666667
-4.652,1,2060.803014,2065.1,1.0006,0.2,1.166666667
-4.548,1,2059.103267,2065.1,1.00083,0.2,1.166666667
-4.446,1,2057.579434,2063.34,1.001,0.2,1.166666667
-4.352,1,2055.779088,2060.92,1.00117,0.2,1.166666667
-4.25,1,2054.154988,2060.92,1.00131,0.2,1.166666667
-4.146,1,2052.479444,2058.67,1.00147,0.2,1.166666667
-4.042,1,2051.104136,2057.02,1.00156,0.2,1.166666667
-3.954,1,2049.87997,2057.02,1.00134,0.2,1.166666667
-3.85,1,2048.945611,2051.03,1.00114,0.2,1.166666667
-3.75,1,2048.101017,2048.95,1.00089,0.2,1.166666667
-3.648,1,2047.402165,2048.95,1.00052,0.2,1.166666667
-3.544,1,2046.823754,2048.95,1.0002,0.2,1.166666667
-3.442,1,2046.101604,2044.77,0.99994,0.2,1.166666667
-3.346,1,2045.545197,2043.73,0.99963,0.2,1.166666667
-3.242,1,2044.801165,2043.73,0.99942,0.2,1.166666667
-3.148,1,2044.223849,2042.24,0.99925,0.2,1.166666667
-3.046,1,2043.345469,2042.24,0.99914,0.2,1.166666667
-2.948,1,2042.577122,2042.68,0.99913,0.2,1.166666667
-2.844,1,2041.793415,2042.68,0.99918,0.2,1.166666667
-2.75,1,2040.76133,2042.68,0.99944,0.2,1.166666667
-2.644,1,2039.777827,2041.36,0.99947,0.2,1.166666667
-2.548,1,2038.777261,2041.36,0.99967,0.2,1.166666667
-2.442,1,2037.67792,2041.36,0.99987,0.2,1.166666667
-2.348,1,2036.677405,2039,0.99999,0.2,1.166666667
-2.248,1,2035.577335,2038.07,1.00016,0.2,1.166666667
-2.14,1,2034.776883,2037.14,1.00022,0.2,1.166666667
-2.04,1,2033.894232,2037.14,1.00025,0.2,1.166666667
-1.954,1,2033.017818,2034.44,1.00024,0.2,1.166666667
-1.848,1,2032.517688,2033.84,1.0002,0.2,1.166666667
-1.748,1,2032.017146,2032.08,1.0001,0.2,1.166666667
-1.652,1,2031.617374,2032.08,0.99997,0.2,1.166666667
-1.548,1,2031.217828,2030.71,0.99986,0.2,1.166666667
-1.448,1,2031.017808,2029.44,0.99969,0.2,1.166666667
-1.35,1,2030.317541,2030.1,0.99971,0.2,1.166666667
-1.244,1,2029.605524,2028.79,0.99979,0.2,1.166666667
-1.146,1,2029.205347,2029.22,0.99969,0.2,1.166666667
-1.05,1,2028.80507,2028.35,0.9996,0.2,1.166666667
-0.952,1,2028.405586,2028.18,0.99953,0.2,1.166666667
-0.848,1,2028.607598,2028.46,0.99947,0.2,1.166666667
-0.75,1,2028.707615,2027.85,0.99935,0.2,1.166666667
-0.65,1,2028.805618,2027.85,0.99932,0.2,1.166666667
-0.548,1,2028.805578,2027.85,0.99932,0.2,1.166666667
-0.448,1,2029.007552,2027.36,0.99919,0.2,1.166666667
