攻角,MA,目标转速,实际转速,实际MA,角速度,截面积
-4.931,0.75,1693.0983210000006,1692.82,0.75,0.1,1
-4.878,0.75,1692.790865,1692.71,0.7499100000000001,0.1,1
-4.829,0.75,1692.5030780000006,1692.6,0.74992,0.1,1
-4.779,0.75,1692.097206,1692.77,0.75017,0.1,1
-4.729,0.75,1691.6971019999999,1692.55,0.75031,0.1,1
-4.678,0.75,1691.1975260000006,1692.55,0.75047,0.1,1
-4.627,0.75,1690.702816,1692.11,0.75069,0.1,1
-4.577,0.75,1690.2031690000001,1691.56,0.75083,0.1,1
-4.527,0.75,1689.691143,1691.56,0.75089,0.1,1
-4.475,0.75,1689.303309,1690.68,0.75073,0.1,1
-4.426,0.75,1688.89128,1690.68,0.7508100000000001,0.1,1
-4.377,0.75,1688.296531,1690.68,0.75102,0.1,1
-4.327,0.75,1687.7969690000002,1688.87,0.75105,0.1,1
-4.276,0.75,1687.396916,1688.87,0.7509999999999999,0.1,1
-4.228,0.75,1687.0088219999998,1687.55,0.75084,0.1,1
-4.175,0.75,1686.709626,1687.33,0.75062,0.1,1
-4.128,0.75,1686.3033699999999,1687.33,0.75061,0.1,1
-4.075,0.75,1685.6970469999999,1686.56,0.7508100000000001,0.1,1
-4.026,0.75,1685.197749,1685.74,0.7510100000000001,0.1,1
-3.977,0.75,1684.6966850000001,1685.02,0.75105,0.1,1
-3.927,0.75,1684.287119,1685.02,0.7508,0.1,1
-3.8760000000000003,0.75,1683.944016,1684.09,0.75067,0.1,1
-3.824,0.75,1683.6011640000006,1683.49,0.75042,0.1,1
-3.782,0.75,1683.313759,1683.49,0.75024,0.1,1
-3.7289999999999996,0.75,1683.063785,1683.16,0.7499899999999999,0.1,1
-3.681,0.75,1682.706959,1682.66,0.7501,0.1,1
-3.63,0.75,1682.256298,1682.66,0.75016,0.1,1
-3.5810000000000004,0.75,1681.814058,1682.33,0.75043,0.1,1
-3.53,0.75,1681.349625,1682.33,0.75047,0.1,1
-3.48,0.75,1680.7998690000006,1681.51,0.75054,0.1,1
-3.429,0.75,1680.264029,1681.01,0.75071,0.1,1
-3.3789999999999996,0.75,1679.837354,1681.01,0.75054,0.1,1
-3.3289999999999997,0.75,1679.4867420000005,1680.3,0.75032,0.1,1
-3.279,0.75,1679.1436399999998,1680.3,0.7502800000000001,0.1,1
-3.227,0.75,1678.6937890000006,1680.3,0.75036,0.1,1
-3.178,0.75,1678.1296,1678.76,0.75048,0.1,1
-3.1289999999999996,0.75,1677.793802,1678.49,0.75035,0.1,1
-3.0789999999999997,0.75,1677.437017,1677.94,0.7502300000000001,0.1,1
-3.0260000000000002,0.75,1677.193957,1677.61,0.7501,0.1,1
-2.9789999999999996,0.75,1677.014249,1677.61,0.7499399999999999,0.1,1
-2.929,0.75,1676.6575,1677.61,0.74984,0.1,1
-2.8789999999999996,0.75,1676.457294,1676.56,0.74992,0.1,1
-2.8289999999999997,0.75,1676.257629,1675.58,0.7499100000000001,0.1,1
-2.78,0.75,1676.117156,1675.85,0.74987,0.1,1
-2.7289999999999996,0.75,1676.02125,1675.63,0.74969,0.1,1
-2.677,0.75,1675.916978,1675.36,0.7497199999999999,0.1,1
-2.6310000000000002,0.75,1675.817422,1675.36,0.74961,0.1,1
-2.577,0.75,1675.760858,1675.36,0.74958,0.1,1
-2.53,0.75,1675.5212099999999,1675.36,0.74965,0.1,1
-2.479,0.75,1675.317252,1675.36,0.74971,0.1,1
-2.427,0.75,1675.017522,1675.68,0.7499,0.1,1
-2.377,0.75,1674.8210589999999,1675.08,0.7500600000000001,0.1,1
-2.33,0.75,1674.521572,1675.08,0.7502300000000001,0.1,1
-2.278,0.75,1674.220811,1675.08,0.75026,0.1,1
-2.228,0.75,1673.9215550000001,1674.86,0.75036,0.1,1
-2.177,0.75,1673.617098,1674.86,0.75036,0.1,1
-2.127,0.75,1673.313034,1673.87,0.75051,0.1,1
-2.079,0.75,1673.113278,1673.87,0.75038,0.1,1
-2.029,0.75,1672.9212189999994,1673.27,0.7502300000000001,0.1,1
-1.979,0.75,1672.817335,1672.55,0.7499600000000001,0.1,1
-1.9269999999999998,0.75,1672.621486,1672.55,0.74992,0.1,1
-1.879,0.75,1672.671347,1672.55,0.74975,0.1,1
-1.828,0.75,1672.521427,1672.06,0.74979,0.1,1
-1.778,0.75,1672.398521,1672.06,0.74985,0.1,1
-1.7269999999999999,0.75,1672.218202,1671.84,0.74988,0.1,1
-1.6780000000000002,0.75,1672.1684109999999,1671.62,0.7498,0.1,1
-1.6280000000000001,0.75,1672.018247,1671.62,0.7498199999999999,0.1,1
-1.578,0.75,1671.86528,1671.62,0.7497699999999999,0.1,1
-1.527,0.75,1671.815388,1671.67,0.74974,0.1,1
-1.476,0.75,1671.7681949999999,1671.18,0.74964,0.1,1
-1.4269999999999998,0.75,1671.718404,1671.46,0.74957,0.1,1
-1.381,0.75,1671.5950810000006,1671.46,0.74962,0.1,1
-1.331,0.75,1671.548385,1671.24,0.74964,0.1,1
-1.281,0.75,1671.49815,1671.4,0.74967,0.1,1
-1.2309999999999999,0.75,1671.348509,1671.4,0.74978,0.1,1
-1.179,0.75,1671.1981759999999,1671.4,0.74975,0.1,1
-1.13,0.75,1671.148527,1671.4,0.74973,0.1,1
-1.08,0.75,1670.9982699999994,1671.13,0.7497199999999999,0.1,1
-1.0290000000000001,0.75,1670.851241,1670.69,0.74976,0.1,1
-0.981,0.75,1670.801218,1670.69,0.7497699999999999,0.1,1
-0.9309999999999999,0.75,1670.651357,1670.52,0.74973,0.1,1
-0.879,0.75,1670.581365,1670.96,0.74978,0.1,1
-0.83,0.75,1670.530399,1670.96,0.74987,0.1,1
-0.7809999999999999,0.75,1670.480386,1670.96,0.74997,0.1,1
-0.7290000000000001,0.75,1670.429393,1670.85,0.7500100000000001,0.1,1
-0.6809999999999999,0.75,1670.280433,1671.13,0.75017,0.1,1
-0.628,0.75,1670.119442,1671.02,0.75034,0.1,1
-0.579,0.75,1669.971359,1670.41,0.75032,0.1,1
-0.528,0.75,1669.920399,1670.41,0.75031,0.1,1
-0.479,0.75,1669.872369,1670.41,0.75022,0.1,1
-0.43,0.75,1669.7203220000001,1669.86,0.75015,0.1,1
-0.379,0.75,1669.7714210000001,1669.7,0.75005,0.1,1
-0.33,0.75,1669.720319,1669.26,0.75,0.1,1
-0.28,0.75,1669.780363,1669.26,0.74998,0.1,1
-0.228,0.75,1669.7214529999999,1669.53,0.7499100000000001,0.1,1
-0.18,0.75,1669.669393,1669.42,0.7499600000000001,0.1,1
-0.13,0.75,1669.621386,1669.7,0.75002,0.1,1
