攻角,MA,目标转速,实际转速,实际MA,角速度,截面积
-4.906000000000001,0.8,1767.175286,1767.42,0.8002100000000001,0.2,1
-4.803999999999999,0.8,1767.076105,1767.15,0.79986,0.2,1
-4.704,0.8,1766.4923210000006,1767.04,0.79975,0.2,1
-4.602,0.8,1765.7647370000002,1767.04,0.79988,0.2,1
-4.502,0.8,1764.8784440000006,1767.04,0.80029,0.2,1
-4.402,0.8,1763.9929079999995,1766.21,0.80053,0.2,1
-4.302,0.8,1763.09255,1766.21,0.80057,0.2,1
-4.204,0.8,1762.192548,1766.21,0.80071,0.2,1
-4.106,0.8,1761.264421,1764.4,0.80086,0.2,1
-4.006,0.8,1760.2645539999999,1762.86,0.80109,0.2,1
-3.906,0.8,1759.179486,1762.48,0.80135,0.2,1
-3.802,0.8,1758.0172850000001,1761.54,0.80155,0.2,1
-3.7,0.8,1756.816318,1759.4,0.80174,0.2,1
-3.602,0.8,1755.632609,1758.3,0.80174,0.2,1
-3.502,0.8,1754.4727890000001,1758.3,0.80148,0.2,1
-3.404,0.8,1753.356919,1755.06,0.80137,0.2,1
-3.304,0.8,1752.632753,1754.68,0.8011699999999999,0.2,1
-3.2060000000000004,0.8,1751.7325289999999,1754.68,0.80093,0.2,1
-3.108,0.8,1750.916591,1754.68,0.80069,0.2,1
-3.008,0.8,1750.132831,1754.68,0.8004899999999999,0.2,1
-2.906,0.8,1749.432959,1749.62,0.8001699999999999,0.2,1
-2.802,0.8,1748.8063539999994,1748.25,0.79996,0.2,1
-2.702,0.8,1748.406668,1747.76,0.79972,0.2,1
-2.5980000000000003,0.8,1748.106743,1747.76,0.79956,0.2,1
-2.502,0.8,1747.796618,1746.88,0.79938,0.2,1
-2.404,0.8,1747.486259,1746.88,0.7992199999999999,0.2,1
-2.302,0.8,1747.2966390000001,1746.88,0.79903,0.2,1
-2.202,0.8,1746.9864149999999,1745.78,0.79892,0.2,1
-2.104,0.8,1746.786314,1745.61,0.79893,0.2,1
-2.004,0.8,1746.396409,1745.56,0.79906,0.2,1
-1.902,0.8,1746.086344,1745.56,0.79911,0.2,1
-1.798,0.8,1745.7766530000001,1745.5,0.79911,0.2,1
-1.7,0.8,1745.468588,1745.5,0.7992,0.2,1
-1.6,0.8,1745.1842620000002,1745.5,0.79933,0.2,1
-1.504,0.8,1744.776302,1745.06,0.7995399999999999,0.2,1
-1.402,0.8,1744.5683809999994,1745.17,0.7995,0.2,1
-1.304,0.8,1744.168711,1745.17,0.79957,0.2,1
