攻角,MA,目标转速,实际转速,实际MA,角速度,截面积
-4.94,0.8,1768.499143,1768.3,0.80004,0.1,1
-4.891,0.8,1768.14422,1768.19,0.80024,0.1,1
-4.842,0.8,1767.6941559999998,1768.3,0.8004100000000001,0.1,1
-4.79,0.8,1767.15848,1768.3,0.8006,0.1,1
-4.7410000000000005,0.8,1766.5948190000001,1768.3,0.8008,0.1,1
-4.692,0.8,1766.0512899999999,1767.64,0.80075,0.1,1
-4.64,0.8,1765.501187,1767.37,0.80072,0.1,1
-4.592,0.8,1764.943947,1766.54,0.80078,0.1,1
-4.542,0.8,1764.507869,1765.94,0.80081,0.1,1
-4.489,0.8,1763.8582399999998,1765.06,0.80102,0.1,1
-4.44,0.8,1763.3082359999999,1764.23,0.80093,0.1,1
-4.391,0.8,1762.7440760000006,1763.96,0.80099,0.1,1
-4.342,0.8,1762.2943129999999,1763.96,0.80085,0.1,1
-4.292,0.8,1761.95106,1762.7,0.80067,0.1,1
-4.24,0.8,1761.5088670000002,1761.54,0.80064,0.1,1
-4.19,0.8,1760.944645,1760.99,0.80065,0.1,1
-4.141,0.8,1760.608453,1760.72,0.8003899999999999,0.1,1
-4.0889999999999995,0.8,1760.265199,1760.72,0.80033,0.1,1
-4.042,0.8,1759.9012870000001,1760.72,0.8002600000000001,0.1,1
-3.99,0.8,1759.457974,1759.51,0.80037,0.1,1
-3.9410000000000003,0.8,1759.008036,1759.24,0.80029,0.1,1
-3.891,0.8,1758.711856,1759.24,0.80015,0.1,1
-3.839,0.8,1758.412138,1758.41,0.7999,0.1,1
-3.7889999999999997,0.8,1757.904377,1758.08,0.80004,0.1,1
-3.739,0.8,1757.5202739999993,1758.08,0.80007,0.1,1
-3.69,0.8,1757.112911,1758.08,0.80015,0.1,1
-3.6430000000000002,0.8,1756.611769,1758.08,0.8001,0.1,1
-3.59,0.8,1756.204748,1756.49,0.80011,0.1,1
-3.54,0.8,1755.8043460000001,1756.21,0.80001,0.1,1
-3.49,0.8,1755.404063,1756.21,0.80009,0.1,1
-3.4410000000000003,0.8,1754.8199339999999,1755.39,0.8003399999999999,0.1,1
-3.389,0.8,1754.2041140000001,1755.01,0.80052,0.1,1
-3.339,0.8,1753.8117719999998,1754.57,0.8004899999999999,0.1,1
-3.29,0.8,1753.212472,1754.24,0.80064,0.1,1
-3.241,0.8,1752.6201219999994,1753.91,0.80055,0.1,1
-3.1889999999999996,0.8,1752.2040920000006,1753.52,0.8004600000000001,0.1,1
-3.14,0.8,1751.8126519999994,1752.7,0.80032,0.1,1
