攻角,MA,目标转速,实际转速,实际MA,角速度,截面积
-5,1,2065.608,2065.38,0.99991,0.2,1.166666667
-4.95,1,2065.191,2066.19,1.00018,0.2,1.166666667
1.67,1,1999.583,2086.79,1.01349,0.2,1.166666667
2.724,1,2014.159,2095.58,1.01077,0.2,1.166666667
3.724,1,2029.32,2102.78,1.0082,0.2,1.166666667
4.664,1,2045.719,2102.78,1.00587,0.2,1.166666667
5.664,1,2059.398,2104.54,1.00395,0.2,1.166666667
6.684,1,2072.658,2104.54,1.00243,0.2,1.166666667
7.684,1,2082.48,2104.54,1.00146,0.2,1.166666667
8.16,1,2091.216,2087.23,1.00009,0.2,1.166666667
8.684,1,2093.535,2103.77,1.00101,0.2,1.166666667
9.656,1,2107.439,2104.87,1.00106,0.2,1.166666667
9.76,1,2108.56,2104.87,1.00141,0.2,1.166666667
9.854,1,2109.591,2108.77,1.00158,0.2,1.166666667
9.958,1,2110.574,2108.77,1.00184,0.2,1.166666667
10.062,1,2110.971,2109.92,1.0022,0.2,1.166666667
10.162,1,2109.871,2111.29,1.00266,0.2,1.166666667
10.258,1,2108.571,2112.39,1.00326,0.2,1.166666667
10.319,1,2106.571,2102.89,1.00116,0.2,1.166666667
10.36,1,2107.271,2112.39,1.00368,0.2,1.166666667
10.46,1,2106.071,2111.4,1.00413,0.2,1.166666667
10.558,1,2105.271,2112.17,1.00416,0.2,1.166666667
10.66,1,2104.671,2110.14,1.00412,0.2,1.166666667
10.76,1,2105.221,2105.91,1.00277,0.2,1.166666667
10.86,1,2104.271,2107.61,1.00363,0.2,1.166666667
10.96,1,2104.471,2106.24,1.00313,0.2,1.166666667
10.977,1,2105.471,2106.24,1.00212,0.2,1.166666667
11,1,2104.871,2106.24,1.00266,0.2,1.166666667
