攻角,MA,目标转速,实际转速,实际MA,角速度,截面积
-4.777,1,2059.284,2060.76,1.00031,0.1,1.166666667
-4.735,1,2058.691,2059.71,1.00042,0.1,1.166666667
0,1,2019.376,2021.286,0.99673,0.1,1.166666667
0.053,1,1979.12,2070.92,1.01746,0.1,1.166666667
0.315,1,2005.862,2049.305,1.00799,0.1,1.166666667
0.842,1,1989.927,2070.92,1.01501,0.1,1.166666667
1.612,1,1998.745,2079.49,1.01293,0.1,1.166666667
2.54,1,2012.127,2091.57,1.01075,0.1,1.166666667
3.54,1,2026.326,2091.57,1.00828,0.1,1.166666667
4.56,1,2042.928,2101.41,1.00613,0.1,1.166666667
5.54,1,2056.527,2101.41,1.00424,0.1,1.166666667
6.58,1,2070.668,2107.89,1.00272,0.1,1.166666667
7.62,1,2080.668,2107.89,1.00161,0.1,1.166666667
8.58,1,2090.689,2107.89,1.00094,0.1,1.166666667
10.118,1,2107.492,2109.7,1.00314,0.1,1.166666667
10.168,1,2106.892,2109.37,1.00316,0.1,1.166666667
10.219,1,2106.392,2108.66,1.0032,0.1,1.166666667
10.271,1,2105.992,2108.33,1.00302,0.1,1.166666667
10.293,1,2107.492,2106.95,1.00009,0.1,1.166666667
10.321,1,2105.792,2107.01,1.00289,0.1,1.166666667
10.37,1,2105.592,2107.01,1.00283,0.1,1.166666667
10.42,1,2105.392,2105.53,1.00255,0.1,1.166666667
10.467,1,2105.592,2105.03,1.00231,0.1,1.166666667
10.515,1,2105.792,2105.53,1.00199,0.1,1.166666667
10.566,1,2105.892,2105.53,1.00175,0.1,1.166666667
10.616,1,2105.892,2105.53,1.00157,0.1,1.166666667
10.665,1,2105.992,2104.48,1.00135,0.1,1.166666667
10.716,1,2106.192,2104.48,1.00116,0.1,1.166666667
10.758,1,2107.492,2107.12,1.00004,0.1,1.166666667
10.766,1,2106.492,2104.87,1.00086,0.1,1.166666667
10.816,1,2106.692,2104.15,1.00066,0.1,1.166666667
10.867,1,2106.792,2104.81,1.00052,0.1,1.166666667
10.915,1,2106.892,2104.81,1.00042,0.1,1.166666667
10.966,1,2107.092,2105.58,1.00028,0.1,1.166666667
10.972,1,2107.592,2107.12,0.99999,0.1,1.166666667
11,1,2107.392,2107.12,1.00007,0.1,1.166666667
